product_id,product_name,category,brand,unit_price,is_active
P00490,Books Product 490,Books,Brand1,17179.99,true
P00491,Electronics Product 491,Electronics,Brand2,17316.99,true
P00492,Home Product 492,Home,Brand3,17453.99,true
P00493,Fashion Product 493,Fashion,Brand4,17590.99,true
P00494,Grocery Product 494,Grocery,Brand5,17727.99,true
P00495,Sports Product 495,Sports,Brand6,17864.99,true
P00496,Beauty Product 496,Beauty,Brand7,18001.99,true
P00497,Books Product 497,Books,Brand8,18138.99,true
P00498,Electronics Product 498,Electronics,Brand9,18275.99,true
P00499,Home Product 499,Home,Brand10,18412.99,true
P00500,Fashion Product 500,Fashion,Brand11,18549.99,true
